movie_title,director,year
"Камень на обочине (фильм, 1964)",Миёдзи Иэки,
Каллоден (фильм),Питер Уоткинс,1964
"Какое оно, море?",Эдуард Бочаров,1964
Итальянец в Варшаве,Станислав Ленартович,1964
Зулусы (фильм),Сай Эндфилд,1964
Игра в ящик,Жорж Лотнер,1964
"Зной (фильм, 1964)",Казимеж Куц,1964
Золотой гусь (фильм),Зигфрид Хартманн,1964
"Кайдан (фильм, 1964)",Масаки Кобаяси,1964
Зло Франкенштейна,Фредди Фрэнсис,
Зелёный дом (фильм),Андрей Фролов,1964
Звезда балета,Алексей Мишурин,1964
Зелёный огонёк,Виллен Азаров,1964
Звезда Улугбека (фильм),Латиф Файзиев,1964
Тварь с миллионом глаз,,1955
Звезда по имени Полынь,Мартин Фрич,1964
Застава Ильича,Марлен Хуциев,1964
Зачарованная Десна (фильм),Юлия Солнцева,1964
Замок крови,Антонио Маргерити,1964
ЗЗЗЗЗ,Джон Брахм,1964
Юля-капризуля,Всеволод Щербаков,
Упрямое тесто,Владимир Дегтярёв,
Tom and Chérie,Уильям Ханна,
Pecos Pest,Джозеф Барбера,
Designs on Jerry,Джозеф Барбера,
Легенда Рокабей Пойнта,Текс Эйвери,
Один лягушачий вечер,Чак Джонс,
Зал ожидания (фильм),Жак Робен,1964
Матрос с «Кометы»,Исидор Анненский,
Леди и Бродяга,,
"Мачеха (фильм, 1958)",Абиб Исмайлов,1958
Мамлюк (фильм),Давид Рондели,1958
"Мальчик-с-пальчик (фильм, 1958)",Джордж Пал,
Маленькие драмы,Януш Насфетер,1958
"Ля Тур, берегись!",Жорж Лампен,1958
"Любимец учителя (фильм, 1958)",Джордж Ситон,1958
"Лицо (фильм, 1958)",Ингмар Бергман,1958
Любовь под вязами (фильм),Делберт Манн,1958
"Цена денег (фильм, 1955)",Кен Эннакин,1955
"Любовники (фильм, 1958)",Луи Маль,1958
Четыре монеты,Григорий Ломидзе,
Летающая тарелка Даффи,,1958
Баллада о столе,Михаил Калинин,
Линейка (фильм),Дон Сигел,1958
Кровь на 148 км,Никола Тановер,1958
Smarty Cat,Джозеф Барбера,
Кричащий череп,Алекс Николь,1958
"Легенда о Нараяме (фильм, 1958)",Кэйсукэ Киносита,
Кричащая женщина (фильм),Герд Освальд,1958
"Кошка на раскалённой крыше (фильм, 1958)",Ричард Брукс,1958
Красные листья,Владимир Корш-Саблин,1958
Красавчик Серж,Клод Шаброль,1958
"Кристина (фильм, 1958)",Пьер Гаспар-Юи,1958
Крик ужаса,Эндрю Л. Стоун,
Кочубей (фильм),Юрий Озеров,1958
Стёпа-моряк,Валентина,
Трубка и медведь,Александр Иванов,
Петушок — золотой гребешок (мультфильм),Пётр Носов,
Снеговик-почтовик,Леонид Амальрик,
Лифт на эшафот (фильм),Луи Маль,1958
"Пёс и кот (мультфильм, 1955)",Лев Атаманов,
Необыкновенный матч,,
Мишка-задира,Пётр Носов,
Король Матиуш I (фильм),Ванда Якубовская,1958
Храбрый заяц,Иван Иванов-Вано,
Заколдованный мальчик,,
Король бубён,Борис Эпштейн,1958
Контрабандисты оружия,Дон Сигел,1958
Ореховый прутик,Иван Аксенчук,
Это что за птица?,Евгений Мигунов,
Королева космоса,,
Корни неба (фильм),Джон Хьюстон,1958
"Колокол, книга и свеча",,1958
"Ключ (фильм, 1958)",Кэрол Рид,1958
Кинг Креол,Майкл Кёртис,1958
"Капитанская дочка (фильм, 1958)",Владимир Каплуновский,
"Капля (фильм, 1958)",Ирвин Ш. Йеуорт-младший,
Капитан первого ранга (фильм),,1958
Каменное небо,Эва Петельская,1958
История одного истребителя,Хуберт Драпелля,1958
Каирский вокзал,Юсеф Шахин,1958
Остров ошибок,Валентина,
Неповторимая весна,Александр Столпер,1957
"Необыкновенное лето (фильм, 1957)",Владимир Басов,1957
Не с этой Земли,Роджер Корман,
"Невидимый мальчик (фильм, 1957)",,
Невероятно уменьшающийся человек,Джек Арнольд,1957
Не подходи к воде (фильм),Чарлз Уолтерс,1957
Незабываемый роман,Лео Маккэри,
